ENSG00000252365	ENSXETG00000029272	ENSDARG00000083784
ENSG00000259303	ENSXETG00000026606	ENSDARG00000096308
ENSG00000259303	ENSXETG00000026606	ENSDARG00000096318
ENSG00000259303	ENSXETG00000026606	ENSDARG00000096255
ENSG00000259303	ENSXETG00000026606	ENSDARG00000096337
ENSG00000259303	ENSXETG00000026606	ENSDARG00000096342
ENSG00000259303	ENSXETG00000026606	ENSDARG00000096388
ENSG00000259303	ENSXETG00000026606	ENSDARG00000096340
ENSG00000259303	ENSXETG00000026606	ENSDARG00000096241
ENSG00000259303	ENSXETG00000026606	ENSDARG00000096392
ENSG00000259303	ENSXETG00000026606	ENSDARG00000096244
ENSG00000259303	ENSXETG00000026606	ENSDARG00000096296
ENSG00000259303	ENSXETG00000026606	ENSDARG00000096267
ENSG00000259303	ENSXETG00000033869	ENSDARG00000096308
ENSG00000259303	ENSXETG00000033869	ENSDARG00000096318
ENSG00000259303	ENSXETG00000033869	ENSDARG00000096255
ENSG00000259303	ENSXETG00000033869	ENSDARG00000096337
ENSG00000259303	ENSXETG00000033869	ENSDARG00000096342
ENSG00000259303	ENSXETG00000033869	ENSDARG00000096388
ENSG00000259303	ENSXETG00000033869	ENSDARG00000096340
ENSG00000259303	ENSXETG00000033869	ENSDARG00000096241
ENSG00000259303	ENSXETG00000033869	ENSDARG00000096392
ENSG00000259303	ENSXETG00000033869	ENSDARG00000096244
ENSG00000259303	ENSXETG00000033869	ENSDARG00000096296
ENSG00000259303	ENSXETG00000033869	ENSDARG00000096267
ENSG00000259303	ENSXETG00000034265	ENSDARG00000096308
ENSG00000259303	ENSXETG00000034265	ENSDARG00000096318
ENSG00000259303	ENSXETG00000034265	ENSDARG00000096255
ENSG00000259303	ENSXETG00000034265	ENSDARG00000096337
ENSG00000259303	ENSXETG00000034265	ENSDARG00000096342
ENSG00000259303	ENSXETG00000034265	ENSDARG00000096388
ENSG00000259303	ENSXETG00000034265	ENSDARG00000096340
ENSG00000259303	ENSXETG00000034265	ENSDARG00000096241
ENSG00000259303	ENSXETG00000034265	ENSDARG00000096392
ENSG00000259303	ENSXETG00000034265	ENSDARG00000096244
ENSG00000259303	ENSXETG00000034265	ENSDARG00000096296
ENSG00000259303	ENSXETG00000034265	ENSDARG00000096267
ENSG00000259303	ENSXETG00000026853	ENSDARG00000096308
ENSG00000259303	ENSXETG00000026853	ENSDARG00000096318
ENSG00000259303	ENSXETG00000026853	ENSDARG00000096255
ENSG00000259303	ENSXETG00000026853	ENSDARG00000096337
ENSG00000259303	ENSXETG00000026853	ENSDARG00000096342
ENSG00000259303	ENSXETG00000026853	ENSDARG00000096388
ENSG00000259303	ENSXETG00000026853	ENSDARG00000096340
ENSG00000259303	ENSXETG00000026853	ENSDARG00000096241
ENSG00000259303	ENSXETG00000026853	ENSDARG00000096392
ENSG00000259303	ENSXETG00000026853	ENSDARG00000096244
ENSG00000259303	ENSXETG00000026853	ENSDARG00000096296
ENSG00000259303	ENSXETG00000026853	ENSDARG00000096267
ENSG00000259303	ENSXETG00000004828	ENSDARG00000096308
ENSG00000259303	ENSXETG00000004828	ENSDARG00000096318
ENSG00000259303	ENSXETG00000004828	ENSDARG00000096255
ENSG00000259303	ENSXETG00000004828	ENSDARG00000096337
ENSG00000259303	ENSXETG00000004828	ENSDARG00000096342
ENSG00000259303	ENSXETG00000004828	ENSDARG00000096388
ENSG00000259303	ENSXETG00000004828	ENSDARG00000096340
ENSG00000259303	ENSXETG00000004828	ENSDARG00000096241
ENSG00000259303	ENSXETG00000004828	ENSDARG00000096392
ENSG00000259303	ENSXETG00000004828	ENSDARG00000096244
ENSG00000259303	ENSXETG00000004828	ENSDARG00000096296
ENSG00000259303	ENSXETG00000004828	ENSDARG00000096267
ENSG00000259303	ENSXETG00000004843	ENSDARG00000096308
ENSG00000259303	ENSXETG00000004843	ENSDARG00000096318
ENSG00000259303	ENSXETG00000004843	ENSDARG00000096255
ENSG00000259303	ENSXETG00000004843	ENSDARG00000096337
ENSG00000259303	ENSXETG00000004843	ENSDARG00000096342
ENSG00000259303	ENSXETG00000004843	ENSDARG00000096388
ENSG00000259303	ENSXETG00000004843	ENSDARG00000096340
ENSG00000259303	ENSXETG00000004843	ENSDARG00000096241
ENSG00000259303	ENSXETG00000004843	ENSDARG00000096392
ENSG00000259303	ENSXETG00000004843	ENSDARG00000096244
ENSG00000259303	ENSXETG00000004843	ENSDARG00000096296
ENSG00000259303	ENSXETG00000004843	ENSDARG00000096267
ENSG00000259303	ENSXETG00000032627	ENSDARG00000096308
ENSG00000259303	ENSXETG00000032627	ENSDARG00000096318
ENSG00000259303	ENSXETG00000032627	ENSDARG00000096255
ENSG00000259303	ENSXETG00000032627	ENSDARG00000096337
ENSG00000259303	ENSXETG00000032627	ENSDARG00000096342
ENSG00000259303	ENSXETG00000032627	ENSDARG00000096388
ENSG00000259303	ENSXETG00000032627	ENSDARG00000096340
ENSG00000259303	ENSXETG00000032627	ENSDARG00000096241
ENSG00000259303	ENSXETG00000032627	ENSDARG00000096392
ENSG00000259303	ENSXETG00000032627	ENSDARG00000096244
ENSG00000259303	ENSXETG00000032627	ENSDARG00000096296
ENSG00000259303	ENSXETG00000032627	ENSDARG00000096267
ENSG00000259303	ENSXETG00000034168	ENSDARG00000096308
ENSG00000259303	ENSXETG00000034168	ENSDARG00000096318
ENSG00000259303	ENSXETG00000034168	ENSDARG00000096255
ENSG00000259303	ENSXETG00000034168	ENSDARG00000096337
ENSG00000259303	ENSXETG00000034168	ENSDARG00000096342
ENSG00000259303	ENSXETG00000034168	ENSDARG00000096388
ENSG00000259303	ENSXETG00000034168	ENSDARG00000096340
ENSG00000259303	ENSXETG00000034168	ENSDARG00000096241
ENSG00000259303	ENSXETG00000034168	ENSDARG00000096392
ENSG00000259303	ENSXETG00000034168	ENSDARG00000096244
ENSG00000259303	ENSXETG00000034168	ENSDARG00000096296
ENSG00000259303	ENSXETG00000034168	ENSDARG00000096267
ENSG00000259303	ENSXETG00000032373	ENSDARG00000096308
ENSG00000259303	ENSXETG00000032373	ENSDARG00000096318
ENSG00000259303	ENSXETG00000032373	ENSDARG00000096255
ENSG00000259303	ENSXETG00000032373	ENSDARG00000096337
ENSG00000259303	ENSXETG00000032373	ENSDARG00000096342
ENSG00000259303	ENSXETG00000032373	ENSDARG00000096388
ENSG00000259303	ENSXETG00000032373	ENSDARG00000096340
ENSG00000259303	ENSXETG00000032373	ENSDARG00000096241
ENSG00000259303	ENSXETG00000032373	ENSDARG00000096392
ENSG00000259303	ENSXETG00000032373	ENSDARG00000096244
ENSG00000259303	ENSXETG00000032373	ENSDARG00000096296
ENSG00000259303	ENSXETG00000032373	ENSDARG00000096267
ENSG00000151229	ENSXETG00000015550	ENSDARG00000076899
ENSG00000151229	ENSXETG00000015550	ENSDARG00000037448
ENSG00000151229	ENSXETG00000015550	ENSDARG00000087867
ENSG00000076770	ENSXETG00000005409	ENSDARG00000016085
ENSG00000187736	ENSXETG00000025012	ENSDARG00000058893
ENSG00000174963	ENSXETG00000015475	ENSDARG00000031307
ENSG00000204348	ENSXETG00000027585	ENSDARG00000036852
ENSG00000101680	ENSXETG00000004956	ENSDARG00000056043
ENSG00000201407	ENSXETG00000029415	ENSDARG00000084784
ENSG00000201407	ENSXETG00000029415	ENSDARG00000084828
ENSG00000201407	ENSXETG00000029465	ENSDARG00000084784
ENSG00000201407	ENSXETG00000029465	ENSDARG00000084828
ENSG00000143761	ENSXETG00000013916	ENSDARG00000014763
ENSG00000160588	ENSXETG00000030787	ENSDARG00000079225
ENSG00000144191	ENSXETG00000024338	ENSDARG00000070726
ENSG00000144191	ENSXETG00000024338	ENSDARG00000012297
ENSG00000088451	ENSXETG00000010948	ENSDARG00000015622
ENSG00000005381	ENSXETG00000007787	ENSDARG00000019521
ENSG00000005381	ENSXETG00000019727	ENSDARG00000019521
ENSG00000204843	ENSXETG00000011761	ENSDARG00000019743
ENSG00000077080	ENSXETG00000033860	ENSDARG00000034107
ENSG00000148384	ENSXETG00000000753	ENSDARG00000078655
ENSG00000034239	ENSXETG00000022013	ENSDARG00000061377
ENSG00000179388	ENSXETG00000031881	ENSDARG00000089156
ENSG00000168944	ENSXETG00000010260	ENSDARG00000091326
ENSG00000101945	ENSXETG00000007233	ENSDARG00000055753
ENSG00000101945	ENSXETG00000007233	ENSDARG00000026799
ENSG00000137857	ENSXETG00000023898	ENSDARG00000062632
ENSG00000137857	ENSXETG00000007754	ENSDARG00000062632
ENSG00000116745	ENSXETG00000012377	ENSDARG00000054420
ENSG00000116745	ENSXETG00000012377	ENSDARG00000094752
ENSG00000116745	ENSXETG00000012377	ENSDARG00000007480
ENSG00000128534	ENSXETG00000021829	ENSDARG00000091656
ENSG00000152749	ENSXETG00000010953	ENSDARG00000039329
ENSG00000134020	ENSXETG00000025813	ENSDARG00000089900
ENSG00000198837	ENSXETG00000019918	ENSDARG00000059784
ENSG00000185803	ENSXETG00000013476	ENSDARG00000062502
ENSG00000113805	ENSXETG00000021466	ENSDARG00000053454
ENSG00000113805	ENSXETG00000021466	ENSDARG00000013647
ENSG00000138172	ENSXETG00000011395	ENSDARG00000074179
ENSG00000138172	ENSXETG00000011395	ENSDARG00000039482
ENSG00000183960	ENSXETG00000014005	ENSDARG00000062640
ENSG00000125285	ENSXETG00000010955	ENSDARG00000008540
ENSG00000125285	ENSXETG00000010955	ENSDARG00000031664
ENSG00000158483	ENSXETG00000033667	ENSDARG00000054950
ENSG00000100307	ENSXETG00000006911	ENSDARG00000087181
ENSG00000100307	ENSXETG00000006911	ENSDARG00000038025
ENSG00000106013	ENSXETG00000021831	ENSDARG00000013015
ENSG00000143793	ENSXETG00000025909	ENSDARG00000004525
ENSG00000005339	ENSXETG00000010317	ENSDARG00000060976
ENSG00000005339	ENSXETG00000010317	ENSDARG00000063102
ENSG00000005339	ENSXETG00000010317	ENSDARG00000061308
ENSG00000165973	ENSXETG00000014158	ENSDARG00000087922
ENSG00000115750	ENSXETG00000007011	ENSDARG00000028937
ENSG00000144410	ENSXETG00000016396	ENSDARG00000077688
ENSG00000144410	ENSXETG00000030825	ENSDARG00000077688
ENSG00000144410	ENSXETG00000008034	ENSDARG00000077688
ENSG00000144410	ENSXETG00000025544	ENSDARG00000077688
ENSG00000171433	ENSXETG00000011779	ENSDARG00000071871
ENSG00000171433	ENSXETG00000003255	ENSDARG00000071871
ENSG00000171433	ENSXETG00000032771	ENSDARG00000071871
ENSG00000171433	ENSXETG00000030036	ENSDARG00000071871
ENSG00000008853	ENSXETG00000010513	ENSDARG00000089340
ENSG00000028203	ENSXETG00000023853	ENSDARG00000075215
ENSG00000172239	ENSXETG00000033268	ENSDARG00000042892
ENSG00000102145	ENSXETG00000018547	ENSDARG00000013477
ENSG00000102145	ENSXETG00000018547	ENSDARG00000059130
ENSG00000132517	ENSXETG00000013476	ENSDARG00000018980
ENSG00000106392	ENSXETG00000007295	ENSDARG00000055561
ENSG00000106392	ENSXETG00000007295	ENSDARG00000074025
ENSG00000106392	ENSXETG00000007295	ENSDARG00000062278
ENSG00000106392	ENSXETG00000007295	ENSDARG00000055585
ENSG00000149573	ENSXETG00000010120	ENSDARG00000027345
ENSG00000149573	ENSXETG00000010120	ENSDARG00000088742
ENSG00000100311	ENSXETG00000006912	ENSDARG00000038139
ENSG00000100311	ENSXETG00000006912	ENSDARG00000040839
ENSG00000100311	ENSXETG00000006912	ENSDARG00000086778
ENSG00000147996	ENSXETG00000001656	ENSDARG00000004318
ENSG00000118263	ENSXETG00000016394	ENSDARG00000073857
ENSG00000118263	ENSXETG00000016394	ENSDARG00000043821
ENSG00000010671	ENSXETG00000018152	ENSDARG00000004433
ENSG00000005379	ENSXETG00000034008	ENSDARG00000093752
ENSG00000024526	ENSXETG00000012376	ENSDARG00000018165
ENSG00000152795	ENSXETG00000023026	ENSDARG00000003429
ENSG00000240439	ENSXETG00000032799	ENSDARG00000089848
ENSG00000173226	ENSXETG00000013923	ENSDARG00000093431
ENSG00000173226	ENSXETG00000013923	ENSDARG00000058525
ENSG00000254469	ENSXETG00000015128	ENSDARG00000032263
ENSG00000130164	ENSXETG00000009352	ENSDARG00000089730
ENSG00000130164	ENSXETG00000009352	ENSDARG00000026759
ENSG00000130164	ENSXETG00000009352	ENSDARG00000029476
ENSG00000072110	ENSXETG00000017933	ENSDARG00000007219
ENSG00000197586	ENSXETG00000012776	ENSDARG00000008757
ENSG00000153250	ENSXETG00000016204	ENSDARG00000057768
ENSG00000153250	ENSXETG00000016204	ENSDARG00000074023
ENSG00000120738	ENSXETG00000006697	ENSDARG00000037421
ENSG00000182271	ENSXETG00000017955	ENSDARG00000007040
ENSG00000145386	ENSXETG00000001016	ENSDARG00000089988
ENSG00000145386	ENSXETG00000001016	ENSDARG00000011094
ENSG00000202449	ENSXETG00000028251	ENSDARG00000082928
ENSG00000202449	ENSXETG00000028251	ENSDARG00000082423
ENSG00000202449	ENSXETG00000028251	ENSDARG00000081702
ENSG00000202449	ENSXETG00000028251	ENSDARG00000080690
ENSG00000202449	ENSXETG00000028251	ENSDARG00000083378
ENSG00000202449	ENSXETG00000028593	ENSDARG00000082928
ENSG00000202449	ENSXETG00000028593	ENSDARG00000082423
ENSG00000202449	ENSXETG00000028593	ENSDARG00000081702
ENSG00000202449	ENSXETG00000028593	ENSDARG00000080690
ENSG00000202449	ENSXETG00000028593	ENSDARG00000083378
ENSG00000125257	ENSXETG00000010958	ENSDARG00000058953
ENSG00000142552	ENSXETG00000017641	ENSDARG00000037961
ENSG00000215018	ENSXETG00000033623	ENSDARG00000087087
ENSG00000215018	ENSXETG00000033623	ENSDARG00000077084
ENSG00000215018	ENSXETG00000033623	ENSDARG00000095915
ENSG00000129654	ENSXETG00000019549	ENSDARG00000059545
ENSG00000165355	ENSXETG00000011443	ENSDARG00000075400
ENSG00000188906	ENSXETG00000015544	ENSDARG00000006169
ENSG00000120705	ENSXETG00000011876	ENSDARG00000043976
ENSG00000140829	ENSXETG00000023447	ENSDARG00000053946
ENSG00000118997	ENSXETG00000022093	ENSDARG00000060165
ENSG00000063978	ENSXETG00000025752	ENSDARG00000090993
ENSG00000108582	ENSXETG00000017956	ENSDARG00000053877
ENSG00000108582	ENSXETG00000017956	ENSDARG00000055648
ENSG00000141576	ENSXETG00000019548	ENSDARG00000057481
ENSG00000019549	ENSXETG00000024006	ENSDARG00000040046
ENSG00000137522	ENSXETG00000023935	ENSDARG00000060282
ENSG00000142546	ENSXETG00000017642	ENSDARG00000037958
ENSG00000148396	ENSXETG00000031864	ENSDARG00000063300
ENSG00000162104	ENSXETG00000017315	ENSDARG00000069419
ENSG00000162104	ENSXETG00000017315	ENSDARG00000091053
ENSG00000168906	ENSXETG00000001263	ENSDARG00000037121
ENSG00000168906	ENSXETG00000001263	ENSDARG00000040334
ENSG00000072803	ENSXETG00000005043	ENSDARG00000017230
ENSG00000072803	ENSXETG00000005043	ENSDARG00000028543
ENSG00000213901	ENSXETG00000013878	ENSDARG00000088891
ENSG00000182871	ENSXETG00000011481	ENSDARG00000095901
ENSG00000182871	ENSXETG00000011481	ENSDARG00000036558
ENSG00000040933	ENSXETG00000019407	ENSDARG00000070995
ENSG00000040933	ENSXETG00000019407	ENSDARG00000063352
ENSG00000080824	ENSXETG00000010251	ENSDARG00000024746
ENSG00000100316	ENSXETG00000006914	ENSDARG00000003599
ENSG00000171241	ENSXETG00000017069	ENSDARG00000052167
ENSG00000034677	ENSXETG00000017873	ENSDARG00000012040
ENSG00000033122	ENSXETG00000012373	ENSDARG00000079670
ENSG00000163576	ENSXETG00000033308	ENSDARG00000069703
ENSG00000185739	ENSXETG00000017313	ENSDARG00000018306
ENSG00000094631	ENSXETG00000023355	ENSDARG00000008384
ENSG00000173876	ENSXETG00000018032	ENSDARG00000039522
ENSG00000171714	ENSXETG00000008392	ENSDARG00000036147
ENSG00000171714	ENSXETG00000008392	ENSDARG00000015731
ENSG00000138686	ENSXETG00000031279	ENSDARG00000059911
ENSG00000131196	ENSXETG00000000853	ENSDARG00000036168
ENSG00000138622	ENSXETG00000005192	ENSDARG00000074419
ENSG00000138622	ENSXETG00000005192	ENSDARG00000061685
ENSG00000130764	ENSXETG00000006029	ENSDARG00000053138
ENSG00000130764	ENSXETG00000006029	ENSDARG00000088335
ENSG00000178498	ENSXETG00000011080	ENSDARG00000025766
ENSG00000178498	ENSXETG00000003345	ENSDARG00000025766
ENSG00000147481	ENSXETG00000005667	ENSDARG00000061832
ENSG00000090447	ENSXETG00000033922	ENSDARG00000074641
ENSG00000115486	ENSXETG00000001264	ENSDARG00000067805
ENSG00000112992	ENSXETG00000016591	ENSDARG00000023536
ENSG00000118260	ENSXETG00000016392	ENSDARG00000093420
ENSG00000118260	ENSXETG00000016392	ENSDARG00000053586
ENSG00000134873	ENSXETG00000016241	ENSDARG00000058930
ENSG00000134873	ENSXETG00000016241	ENSDARG00000058906
ENSG00000134873	ENSXETG00000016241	ENSDARG00000042550
ENSG00000134873	ENSXETG00000016241	ENSDARG00000005377
ENSG00000134873	ENSXETG00000016241	ENSDARG00000058937
ENSG00000222705	ENSXETG00000028764	ENSDARG00000081270
ENSG00000180574	ENSXETG00000006225	ENSDARG00000008292
ENSG00000252401	ENSXETG00000033693	ENSDARG00000084894
ENSG00000091664	ENSXETG00000008393	ENSDARG00000001127
ENSG00000186106	ENSXETG00000030822	ENSDARG00000044328
ENSG00000186106	ENSXETG00000030822	ENSDARG00000015780
ENSG00000185933	ENSXETG00000031601	ENSDARG00000077021
ENSG00000185933	ENSXETG00000031601	ENSDARG00000005314
ENSG00000207732	ENSXETG00000028973	ENSDARG00000083023
ENSG00000152977	ENSXETG00000015467	ENSDARG00000015567
ENSG00000157510	ENSXETG00000032942	ENSDARG00000006518
ENSG00000157510	ENSXETG00000032942	ENSDARG00000056453
ENSG00000157510	ENSXETG00000032942	ENSDARG00000087755
ENSG00000157510	ENSXETG00000032942	ENSDARG00000089162
ENSG00000184408	ENSXETG00000033363	ENSDARG00000032799
ENSG00000067445	ENSXETG00000022031	ENSDARG00000058212
ENSG00000137267	ENSXETG00000018032	ENSDARG00000039522
ENSG00000183128	ENSXETG00000033589	ENSDARG00000079602
ENSG00000069329	ENSXETG00000003889	ENSDARG00000008224
ENSG00000111196	ENSXETG00000008072	ENSDARG00000038635
ENSG00000199402	ENSXETG00000028179	ENSDARG00000080370
ENSG00000126353	ENSXETG00000021358	ENSDARG00000044561
ENSG00000266964	ENSXETG00000026514	ENSDARG00000097057
ENSG00000164325	ENSXETG00000016816	ENSDARG00000035388
ENSG00000126603	ENSXETG00000024432	ENSDARG00000078388
ENSG00000126603	ENSXETG00000024432	ENSDARG00000073861
ENSG00000183161	ENSXETG00000009606	ENSDARG00000019250
ENSG00000116198	ENSXETG00000006033	ENSDARG00000060361
ENSG00000112658	ENSXETG00000018511	ENSDARG00000038131
ENSG00000112658	ENSXETG00000018511	ENSDARG00000053918
ENSG00000196584	ENSXETG00000009739	ENSDARG00000013933
ENSG00000066557	ENSXETG00000012372	ENSDARG00000017708
ENSG00000066557	ENSXETG00000012852	ENSDARG00000017708
ENSG00000129562	ENSXETG00000026483	ENSDARG00000059791
ENSG00000148400	ENSXETG00000000757	ENSDARG00000052094
ENSG00000148400	ENSXETG00000000757	ENSDARG00000044841
ENSG00000115816	ENSXETG00000000654	ENSDARG00000045857
ENSG00000174226	ENSXETG00000017864	ENSDARG00000016977
ENSG00000156642	ENSXETG00000005188	ENSDARG00000041023
ENSG00000156642	ENSXETG00000005188	ENSDARG00000089817
ENSG00000156642	ENSXETG00000005188	ENSDARG00000043864
ENSG00000233094	ENSXETG00000020883	ENSDARG00000069114
ENSG00000134874	ENSXETG00000031622	ENSDARG00000000943
ENSG00000148935	ENSXETG00000002603	ENSDARG00000001259
ENSG00000217930	ENSXETG00000017310	ENSDARG00000037356
ENSG00000117758	ENSXETG00000014421	ENSDARG00000044605
ENSG00000117758	ENSXETG00000014421	ENSDARG00000010290
ENSG00000206422	ENSXETG00000025023	ENSDARG00000029710
ENSG00000206422	ENSXETG00000025023	ENSDARG00000089523
ENSG00000100439	ENSXETG00000008018	ENSDARG00000025122
ENSG00000204344	ENSXETG00000002497	ENSDARG00000088705
ENSG00000204344	ENSXETG00000002497	ENSDARG00000086628
ENSG00000204344	ENSXETG00000002497	ENSDARG00000088875
ENSG00000139610	ENSXETG00000025157	ENSDARG00000043168
ENSG00000139610	ENSXETG00000025157	ENSDARG00000043175
ENSG00000139610	ENSXETG00000025157	ENSDARG00000095462
ENSG00000139610	ENSXETG00000025157	ENSDARG00000077058
ENSG00000139610	ENSXETG00000025157	ENSDARG00000043171
ENSG00000139610	ENSXETG00000025157	ENSDARG00000043173
ENSG00000139610	ENSXETG00000025157	ENSDARG00000017314
ENSG00000139610	ENSXETG00000014195	ENSDARG00000043168
ENSG00000139610	ENSXETG00000014195	ENSDARG00000043175
ENSG00000139610	ENSXETG00000014195	ENSDARG00000095462
ENSG00000139610	ENSXETG00000014195	ENSDARG00000077058
ENSG00000139610	ENSXETG00000014195	ENSDARG00000043171
ENSG00000139610	ENSXETG00000014195	ENSDARG00000043173
ENSG00000139610	ENSXETG00000014195	ENSDARG00000017314
ENSG00000139610	ENSXETG00000033050	ENSDARG00000043168
ENSG00000139610	ENSXETG00000033050	ENSDARG00000043175
ENSG00000139610	ENSXETG00000033050	ENSDARG00000095462
ENSG00000139610	ENSXETG00000033050	ENSDARG00000077058
ENSG00000139610	ENSXETG00000033050	ENSDARG00000043171
ENSG00000139610	ENSXETG00000033050	ENSDARG00000043173
ENSG00000139610	ENSXETG00000033050	ENSDARG00000017314
ENSG00000005469	ENSXETG00000002494	ENSDARG00000040352
ENSG00000157005	ENSXETG00000014247	ENSDARG00000040799
ENSG00000157005	ENSXETG00000019777	ENSDARG00000040799
ENSG00000134317	ENSXETG00000007012	ENSDARG00000061391
ENSG00000145293	ENSXETG00000012582	ENSDARG00000026198
ENSG00000201666	ENSXETG00000029243	ENSDARG00000083457
ENSG00000196917	ENSXETG00000033184	ENSDARG00000086066
ENSG00000165379	ENSXETG00000021492	ENSDARG00000071230
ENSG00000165379	ENSXETG00000021492	ENSDARG00000079396
ENSG00000126460	ENSXETG00000017647	ENSDARG00000087193
ENSG00000259384	ENSXETG00000014248	ENSDARG00000038185
ENSG00000259384	ENSXETG00000003984	ENSDARG00000038185
ENSG00000182782	ENSXETG00000033184	ENSDARG00000079958
ENSG00000152726	ENSXETG00000007484	ENSDARG00000062532
ENSG00000255398	ENSXETG00000033184	ENSDARG00000079958
ENSG00000154277	ENSXETG00000021089	ENSDARG00000026871
ENSG00000144566	ENSXETG00000002305	ENSDARG00000018602
ENSG00000144566	ENSXETG00000002305	ENSDARG00000007257
ENSG00000139629	ENSXETG00000014161	ENSDARG00000014386
ENSG00000139629	ENSXETG00000025150	ENSDARG00000014386
ENSG00000139629	ENSXETG00000014168	ENSDARG00000014386
ENSG00000172889	ENSXETG00000000762	ENSDARG00000043376
ENSG00000243005	ENSXETG00000031065	ENSDARG00000087060
ENSG00000243005	ENSXETG00000033659	ENSDARG00000087060
ENSG00000243005	ENSXETG00000034118	ENSDARG00000087060
ENSG00000243005	ENSXETG00000034190	ENSDARG00000087060
ENSG00000243005	ENSXETG00000031072	ENSDARG00000087060
ENSG00000243005	ENSXETG00000033375	ENSDARG00000087060
ENSG00000243005	ENSXETG00000031966	ENSDARG00000087060
ENSG00000243005	ENSXETG00000030194	ENSDARG00000087060
ENSG00000243005	ENSXETG00000032190	ENSDARG00000087060
ENSG00000243005	ENSXETG00000034128	ENSDARG00000087060
ENSG00000243005	ENSXETG00000030980	ENSDARG00000087060
ENSG00000243005	ENSXETG00000031877	ENSDARG00000087060
ENSG00000243005	ENSXETG00000032248	ENSDARG00000087060
ENSG00000243005	ENSXETG00000032219	ENSDARG00000087060
ENSG00000243005	ENSXETG00000032350	ENSDARG00000087060
ENSG00000243005	ENSXETG00000034092	ENSDARG00000087060
ENSG00000103426	ENSXETG00000031908	ENSDARG00000091587
ENSG00000103426	ENSXETG00000031908	ENSDARG00000089616
ENSG00000103426	ENSXETG00000034093	ENSDARG00000091587
ENSG00000103426	ENSXETG00000034093	ENSDARG00000089616
ENSG00000249242	ENSXETG00000032862	ENSDARG00000069590
ENSG00000139726	ENSXETG00000005791	ENSDARG00000037229
ENSG00000196873	ENSXETG00000001656	ENSDARG00000004318
ENSG00000179476	ENSXETG00000003065	ENSDARG00000076937
ENSG00000102580	ENSXETG00000006458	ENSDARG00000041110
ENSG00000060140	ENSXETG00000016240	ENSDARG00000070950
ENSG00000060140	ENSXETG00000016240	ENSDARG00000041947
ENSG00000060140	ENSXETG00000016240	ENSDARG00000086159
ENSG00000138606	ENSXETG00000007756	ENSDARG00000087607
ENSG00000110344	ENSXETG00000010112	ENSDARG00000040571
ENSG00000126464	ENSXETG00000002852	ENSDARG00000075849
ENSG00000010810	ENSXETG00000021344	ENSDARG00000011370
ENSG00000227124	ENSXETG00000006575	ENSDARG00000088888
ENSG00000161888	ENSXETG00000027687	ENSDARG00000093622
ENSG00000119888	ENSXETG00000022614	ENSDARG00000040534
ENSG00000213246	ENSXETG00000025331	ENSDARG00000033143
ENSG00000115649	ENSXETG00000013889	ENSDARG00000027078
ENSG00000116754	ENSXETG00000012371	ENSDARG00000004342
ENSG00000173482	ENSXETG00000004287	ENSDARG00000086147
ENSG00000173482	ENSXETG00000004287	ENSDARG00000089172
ENSG00000169692	ENSXETG00000000763	ENSDARG00000068437
ENSG00000169692	ENSXETG00000011612	ENSDARG00000068437
ENSG00000100321	ENSXETG00000006915	ENSDARG00000023209
ENSG00000100321	ENSXETG00000006915	ENSDARG00000002564
ENSG00000164654	ENSXETG00000007293	ENSDARG00000010995
ENSG00000107954	ENSXETG00000011397	ENSDARG00000069438
ENSG00000143774	ENSXETG00000013914	ENSDARG00000030340
ENSG00000143774	ENSXETG00000013914	ENSDARG00000005776
ENSG00000103855	ENSXETG00000005183	ENSDARG00000003061
ENSG00000120889	ENSXETG00000010510	ENSDARG00000004392
ENSG00000120889	ENSXETG00000010510	ENSDARG00000004451
ENSG00000126458	ENSXETG00000031241	ENSDARG00000006553
ENSG00000143570	ENSXETG00000019914	ENSDARG00000016145
ENSG00000122882	ENSXETG00000023586	ENSDARG00000022944
ENSG00000147316	ENSXETG00000015950	ENSDARG00000058372
ENSG00000144891	ENSXETG00000016079	ENSDARG00000018616
ENSG00000144891	ENSXETG00000016079	ENSDARG00000045443
ENSG00000137860	ENSXETG00000009806	ENSDARG00000060879
ENSG00000102595	ENSXETG00000006456	ENSDARG00000062089
ENSG00000251493	ENSXETG00000016818	ENSDARG00000079699
ENSG00000165716	ENSXETG00000022320	ENSDARG00000059881
ENSG00000070756	ENSXETG00000015439	ENSDARG00000021140
ENSG00000117751	ENSXETG00000011507	ENSDARG00000007186
ENSG00000117751	ENSXETG00000011507	ENSDARG00000022430
ENSG00000197256	ENSXETG00000031580	ENSDARG00000018393
ENSG00000197256	ENSXETG00000009344	ENSDARG00000018393
ENSG00000100324	ENSXETG00000006916	ENSDARG00000036613
ENSG00000145741	ENSXETG00000016819	ENSDARG00000035400
ENSG00000122515	ENSXETG00000018991	ENSDARG00000079812
ENSG00000169598	ENSXETG00000006035	ENSDARG00000009748
ENSG00000185008	ENSXETG00000020978	ENSDARG00000078366
ENSG00000185008	ENSXETG00000020978	ENSDARG00000014891
ENSG00000138741	ENSXETG00000001003	ENSDARG00000087463
ENSG00000005471	ENSXETG00000002493	ENSDARG00000010936
ENSG00000240771	ENSXETG00000006227	ENSDARG00000030766
ENSG00000240771	ENSXETG00000006227	ENSDARG00000014465
ENSG00000167272	ENSXETG00000031793	ENSDARG00000053452
